#lo_ghz att pll_if_power pa_0 pa_1
79.950 174 -1.528 0.000 0.000
80.000 180 -1.525 0.000 0.000
80.050 190 -1.481 0.000 0.000
80.100 191 -1.504 0.000 0.000
80.150 191 -1.445 0.000 0.000
80.200 192 -1.573 0.000 0.000
80.250 200 -1.519 0.000 0.000
80.300 208 -1.502 0.000 0.000
80.350 208 -1.559 0.000 0.000
80.400 206 -1.587 0.000 0.000
80.450 202 -1.577 0.000 0.000
80.500 201 -1.594 0.000 0.000
80.550 200 -1.508 0.000 0.000
80.600 199 -1.417 0.000 0.000
80.650 196 -1.491 0.000 0.000
80.700 200 -1.403 0.000 0.000
80.750 198 -1.595 0.000 0.000
80.800 199 -1.407 0.000 0.000
80.850 191 -1.587 0.000 0.000
80.900 191 -1.495 0.000 0.000
80.950 197 -1.404 0.000 0.000
81.000 195 -1.589 0.000 0.000
81.050 194 -1.559 0.000 0.000
81.100 190 -1.518 0.000 0.000
81.150 185 -1.562 0.000 0.000
81.200 192 -1.565 0.000 0.000
81.250 198 -1.568 0.000 0.000
81.300 198 -1.507 0.000 0.000
81.350 192 -1.476 0.000 0.000
81.400 190 -1.411 0.000 0.000
81.450 193 -1.591 0.000 0.000
81.500 208 -1.522 0.000 0.000
81.550 211 -1.525 0.000 0.000
81.600 202 -1.510 0.000 0.000
81.650 196 -1.525 0.000 0.000
81.700 199 -1.578 0.000 0.000
81.750 215 -1.433 0.000 0.000
81.800 215 -1.582 0.000 0.000
81.850 202 -1.588 0.000 0.000
81.900 189 -1.511 0.000 0.000
81.950 188 -1.507 0.000 0.000
82.000 198 -1.475 0.000 0.000
82.050 201 -1.543 0.000 0.000
82.100 190 -1.516 0.000 0.000
82.150 178 -1.513 0.000 0.000
82.200 175 -1.571 0.000 0.000
82.250 184 -1.467 0.000 0.000
82.300 187 -1.589 0.000 0.000
82.350 179 -1.481 0.000 0.000
82.400 165 -1.564 0.000 0.000
82.450 166 -1.479 0.000 0.000
82.500 177 -1.512 0.000 0.000
82.550 187 -1.437 0.000 0.000
82.600 179 -1.500 0.000 0.000
82.650 168 -1.589 0.000 0.000
82.700 170 -1.532 0.000 0.000
82.750 185 -1.577 0.000 0.000
82.800 197 -1.465 0.000 0.000
82.850 191 -1.568 0.000 0.000
82.900 181 -1.560 0.000 0.000
82.950 185 -1.522 0.000 0.000
83.000 196 -1.551 0.000 0.000
83.050 205 -1.482 0.000 0.000
83.100 201 -1.519 0.000 0.000
83.150 190 -1.474 0.000 0.000
83.200 193 -1.446 0.000 0.000
83.250 201 -1.454 0.000 0.000
83.300 206 -1.512 0.000 0.000
83.350 200 -1.588 0.000 0.000
83.400 190 -1.436 0.000 0.000
83.450 190 -1.599 0.000 0.000
83.500 204 -1.437 0.000 0.000
83.550 212 -1.424 0.000 0.000
83.600 203 -1.555 0.000 0.000
83.650 192 -1.451 0.000 0.000
83.700 191 -1.401 0.000 0.000
83.750 196 -1.584 0.000 0.000
83.800 201 -1.528 0.000 0.000
83.850 189 -1.596 0.000 0.000
83.900 179 -1.578 0.000 0.000
83.950 179 -1.426 0.000 0.000
84.000 182 -1.556 0.000 0.000
84.050 186 -1.472 0.000 0.000
84.100 179 -1.463 0.000 0.000
84.150 172 -1.534 0.000 0.000
84.200 177 -1.497 0.000 0.000
84.250 186 -1.451 0.000 0.000
84.300 191 -1.461 0.000 0.000
84.350 186 -1.497 0.000 0.000
84.400 184 -1.415 0.000 0.000
84.450 189 -1.470 0.000 0.000
84.500 198 -1.537 0.000 0.000
84.550 203 -1.486 0.000 0.000
84.600 199 -1.521 0.000 0.000
84.650 196 -1.472 0.000 0.000
84.700 201 -1.501 0.000 0.000
84.750 208 -1.474 0.000 0.000
84.800 207 -1.472 0.000 0.000
84.850 203 -1.426 0.000 0.000
84.900 199 -1.556 0.000 0.000
84.950 205 -1.592 0.000 0.000
85.000 214 -1.416 0.000 0.000
85.050 213 -1.520 0.000 0.000
85.100 206 -1.501 0.000 0.000
85.150 202 -1.524 0.000 0.000
85.200 207 -1.476 0.000 0.000
85.250 212 -1.467 0.000 0.000
85.300 207 -1.555 0.000 0.000
85.350 196 -1.475 0.000 0.000
85.400 190 -1.452 0.000 0.000
85.450 194 -1.441 0.000 0.000
85.500 200 -1.426 0.000 0.000
85.550 195 -1.579 0.000 0.000
85.600 190 -1.447 0.000 0.000
85.650 185 -1.574 0.000 0.000
85.700 189 -1.531 0.000 0.000
85.750 192 -1.588 0.000 0.000
85.800 191 -1.595 0.000 0.000
85.850 189 -1.411 0.000 0.000
85.900 189 -1.544 0.000 0.000
85.950 197 -1.443 0.000 0.000
86.000 199 -1.563 0.000 0.000
86.050 197 -1.525 0.000 0.000
86.100 191 -1.553 0.000 0.000
86.150 192 -1.521 0.000 0.000
86.200 195 -1.586 0.000 0.000
86.250 198 -1.542 0.000 0.000
86.300 197 -1.459 0.000 0.000
86.350 191 -1.516 0.000 0.000
86.400 189 -1.496 0.000 0.000
86.450 187 -1.541 0.000 0.000
86.500 183 -1.530 0.000 0.000
86.550 179 -1.544 0.000 0.000
86.600 181 -1.560 0.000 0.000
86.650 182 -1.583 0.000 0.000
86.700 185 -1.459 0.000 0.000
86.750 179 -1.479 0.000 0.000
86.800 174 -1.471 0.000 0.000
86.850 177 -1.489 0.000 0.000
86.900 183 -1.524 0.000 0.000
86.950 189 -1.510 0.000 0.000
87.000 188 -1.413 0.000 0.000
87.050 181 -1.589 0.000 0.000
87.100 182 -1.495 0.000 0.000
87.150 188 -1.501 0.000 0.000
87.200 192 -1.596 0.000 0.000
87.250 189 -1.555 0.000 0.000
87.300 189 -1.500 0.000 0.000
87.350 188 -1.493 0.000 0.000
87.400 195 -1.410 0.000 0.000
87.450 202 -1.452 0.000 0.000
87.500 199 -1.419 0.000 0.000
87.550 192 -1.411 0.000 0.000
87.600 187 -1.591 0.000 0.000
87.650 192 -1.522 0.000 0.000
87.700 200 -1.419 0.000 0.000
87.750 196 -1.552 0.000 0.000
87.800 187 -1.404 0.000 0.000
87.850 180 -1.509 0.000 0.000
87.900 179 -1.584 0.000 0.000
87.950 188 -1.503 0.000 0.000
88.000 187 -1.500 0.000 0.000
88.050 180 -1.542 0.000 0.000
88.100 178 -1.412 0.000 0.000
88.150 177 -1.448 0.000 0.000
88.200 181 -1.420 0.000 0.000
88.250 178 -1.572 0.000 0.000
88.300 177 -1.568 0.000 0.000
88.350 174 -1.428 0.000 0.000
88.400 175 -1.437 0.000 0.000
88.450 176 -1.469 0.000 0.000
88.500 177 -1.495 0.000 0.000
88.550 180 -1.433 0.000 0.000
88.570 177 -1.553 0.000 0.000
