#lo_ghz att pll_if_power pa_0 pa_1
233.100 184 -1.463 0.000 0.000
233.200 183 -1.561 0.000 0.000
233.300 183 -1.580 0.000 0.000
233.400 185 -1.559 0.000 0.000
233.500 186 -1.424 0.000 0.000
233.600 181 -1.436 0.000 0.000
233.700 172 -1.541 0.000 0.000
233.800 167 -1.560 0.000 0.000
233.900 166 -1.535 0.000 0.000
234.000 164 -1.474 0.000 0.000
234.100 165 -1.534 0.000 0.000
234.200 164 -1.477 0.000 0.000
234.300 163 -1.463 0.000 0.000
234.400 159 -1.559 0.000 0.000
234.500 161 -1.485 0.000 0.000
234.600 161 -1.547 0.000 0.000
234.700 166 -1.488 0.000 0.000
234.800 171 -1.464 0.000 0.000
234.900 172 -1.512 0.000 0.000
235.000 172 -1.487 0.000 0.000
235.100 170 -1.566 0.000 0.000
235.200 177 -1.453 0.000 0.000
235.300 181 -1.501 0.000 0.000
235.400 187 -1.516 0.000 0.000
235.500 192 -1.516 0.000 0.000
235.600 195 -1.507 0.000 0.000
235.700 189 -1.594 0.000 0.000
235.800 191 -1.440 0.000 0.000
235.900 190 -1.517 0.000 0.000
236.000 191 -1.450 0.000 0.000
236.100 196 -1.450 0.000 0.000
236.200 198 -1.579 0.000 0.000
236.300 204 -1.445 0.000 0.000
236.400 220 -1.525 0.000 0.000
236.500 215 -1.568 0.000 0.000
236.600 211 -1.594 0.000 0.000
236.700 210 -1.503 0.000 0.000
236.800 214 -1.455 0.000 0.000
236.900 219 -1.464 0.000 0.000
237.000 220 -1.575 0.000 0.000
237.100 227 -1.417 0.000 0.000
237.200 222 -1.572 0.000 0.000
237.300 219 -1.417 0.000 0.000
237.400 210 -1.500 0.000 0.000
237.500 206 -1.599 0.000 0.000
237.600 207 -1.511 0.000 0.000
237.700 208 -1.553 0.000 0.000
237.800 214 -1.439 0.000 0.000
237.900 210 -1.580 0.000 0.000
238.000 206 -1.519 0.000 0.000
238.100 198 -1.532 0.000 0.000
238.200 194 -1.427 0.000 0.000
238.300 188 -1.444 0.000 0.000
238.400 185 -1.582 0.000 0.000
238.500 170 -1.498 0.000 0.000
238.600 171 -1.533 0.000 0.000
238.700 169 -1.525 0.000 0.000
238.800 163 -1.489 0.000 0.000
238.900 153 -1.599 0.000 0.000
239.000 147 -1.432 0.000 0.000
239.100 143 -1.466 0.000 0.000
239.200 144 -1.472 0.000 0.000
239.300 146 -1.572 0.000 0.000
239.400 151 -1.512 0.000 0.000
239.500 150 -1.594 0.000 0.000
239.600 149 -1.501 0.000 0.000
239.700 145 -1.503 0.000 0.000
239.800 144 -1.522 0.000 0.000
239.900 146 -1.470 0.000 0.000
240.000 148 -1.594 0.000 0.000
240.100 155 -1.542 0.000 0.000
240.200 161 -1.471 0.000 0.000
240.300 160 -1.593 0.000 0.000
240.400 158 -1.536 0.000 0.000
240.500 159 -1.484 0.000 0.000
240.600 160 -1.474 0.000 0.000
240.700 164 -1.430 0.000 0.000
240.800 167 -1.504 0.000 0.000
240.900 173 -1.508 0.000 0.000
241.000 171 -1.579 0.000 0.000
241.100 173 -1.469 0.000 0.000
241.200 170 -1.598 0.000 0.000
241.300 170 -1.535 0.000 0.000
241.400 170 -1.403 0.000 0.000
241.500 166 -1.579 0.000 0.000
241.600 170 -1.413 0.000 0.000
241.700 168 -1.530 0.000 0.000
241.800 166 -1.529 0.000 0.000
241.900 165 -1.532 0.000 0.000
242.000 167 -1.531 0.000 0.000
242.100 170 -1.474 0.000 0.000
242.200 174 -1.416 0.000 0.000
242.300 176 -1.456 0.000 0.000
242.400 174 -1.480 0.000 0.000
242.500 172 -1.529 0.000 0.000
242.600 171 -1.426 0.000 0.000
242.700 168 -1.471 0.000 0.000
242.800 167 -1.460 0.000 0.000
242.900 169 -1.543 0.000 0.000
243.000 173 -1.502 0.000 0.000
243.100 173 -1.536 0.000 0.000
243.200 171 -1.527 0.000 0.000
243.300 166 -1.523 0.000 0.000
243.400 162 -1.468 0.000 0.000
243.500 161 -1.424 0.000 0.000
243.600 162 -1.503 0.000 0.000
243.700 167 -1.490 0.000 0.000
243.800 173 -1.532 0.000 0.000
243.900 178 -1.493 0.000 0.000
244.000 175 -1.479 0.000 0.000
244.100 169 -1.536 0.000 0.000
244.200 166 -1.527 0.000 0.000
244.300 167 -1.541 0.000 0.000
244.400 173 -1.526 0.000 0.000
244.500 181 -1.485 0.000 0.000
244.600 187 -1.486 0.000 0.000
244.700 186 -1.523 0.000 0.000
244.800 181 -1.490 0.000 0.000
244.900 178 -1.401 0.000 0.000
245.000 176 -1.438 0.000 0.000
245.100 175 -1.545 0.000 0.000
245.200 181 -1.572 0.000 0.000
245.300 192 -1.478 0.000 0.000
245.400 194 -1.465 0.000 0.000
245.500 186 -1.573 0.000 0.000
245.600 177 -1.577 0.000 0.000
245.700 169 -1.600 0.000 0.000
245.800 165 -1.520 0.000 0.000
245.900 169 -1.498 0.000 0.000
246.000 175 -1.514 0.000 0.000
246.100 180 -1.597 0.000 0.000
246.200 180 -1.578 0.000 0.000
246.300 177 -1.428 0.000 0.000
246.400 168 -1.484 0.000 0.000
246.500 161 -1.557 0.000 0.000
246.600 161 -1.438 0.000 0.000
246.700 161 -1.552 0.000 0.000
246.800 164 -1.590 0.000 0.000
246.900 167 -1.472 0.000 0.000
247.000 165 -1.431 0.000 0.000
247.100 155 -1.484 0.000 0.000
247.200 149 -1.547 0.000 0.000
247.300 149 -1.434 0.000 0.000
247.400 149 -1.544 0.000 0.000
247.500 157 -1.492 0.000 0.000
247.600 164 -1.429 0.000 0.000
247.700 162 -1.550 0.000 0.000
247.800 155 -1.495 0.000 0.000
247.900 150 -1.428 0.000 0.000
248.000 147 -1.495 0.000 0.000
248.100 149 -1.562 0.000 0.000
248.200 159 -1.591 0.000 0.000
248.300 167 -1.595 0.000 0.000
248.400 176 -1.450 0.000 0.000
248.500 171 -1.492 0.000 0.000
248.600 165 -1.409 0.000 0.000
248.700 157 -1.519 0.000 0.000
248.800 158 -1.524 0.000 0.000
248.900 164 -1.478 0.000 0.000
249.000 172 -1.575 0.000 0.000
249.100 178 -1.563 0.000 0.000
249.200 182 -1.473 0.000 0.000
249.300 174 -1.596 0.000 0.000
249.400 168 -1.469 0.000 0.000
249.500 164 -1.406 0.000 0.000
249.600 167 -1.435 0.000 0.000
249.700 173 -1.424 0.000 0.000
249.800 178 -1.496 0.000 0.000
249.900 182 -1.451 0.000 0.000
250.000 181 -1.466 0.000 0.000
250.100 172 -1.539 0.000 0.000
250.200 165 -1.511 0.000 0.000
250.300 165 -1.441 0.000 0.000
250.400 168 -1.511 0.000 0.000
250.500 178 -1.472 0.000 0.000
250.600 184 -1.595 0.000 0.000
250.700 187 -1.551 0.000 0.000
250.800 181 -1.588 0.000 0.000
250.900 174 -1.527 0.000 0.000
251.000 167 -1.520 0.000 0.000
251.100 166 -1.456 0.000 0.000
251.200 170 -1.541 0.000 0.000
251.300 177 -1.497 0.000 0.000
251.400 180 -1.453 0.000 0.000
251.500 177 -1.508 0.000 0.000
251.600 167 -1.584 0.000 0.000
251.700 160 -1.539 0.000 0.000
251.800 154 -1.559 0.000 0.000
251.900 159 -1.406 0.000 0.000
252.000 162 -1.438 0.000 0.000
252.100 162 -1.470 0.000 0.000
252.200 163 -1.444 0.000 0.000
252.300 155 -1.596 0.000 0.000
252.400 152 -1.490 0.000 0.000
252.500 150 -1.507 0.000 0.000
252.600 154 -1.436 0.000 0.000
252.700 157 -1.402 0.000 0.000
252.800 158 -1.572 0.000 0.000
252.900 161 -1.456 0.000 0.000
253.000 159 -1.418 0.000 0.000
253.100 157 -1.448 0.000 0.000
253.200 158 -1.431 0.000 0.000
253.300 159 -1.556 0.000 0.000
253.400 165 -1.592 0.000 0.000
253.500 171 -1.551 0.000 0.000
253.600 172 -1.494 0.000 0.000
253.700 174 -1.430 0.000 0.000
253.800 169 -1.407 0.000 0.000
253.900 165 -1.520 0.000 0.000
254.000 170 -1.464 0.000 0.000
254.100 177 -1.474 0.000 0.000
254.200 180 -1.556 0.000 0.000
254.300 182 -1.517 0.000 0.000
254.400 179 -1.528 0.000 0.000
254.500 176 -1.535 0.000 0.000
254.600 174 -1.501 0.000 0.000
254.700 176 -1.408 0.000 0.000
254.800 182 -1.401 0.000 0.000
254.900 188 -1.474 0.000 0.000
255.000 192 -1.487 0.000 0.000
255.100 188 -1.490 0.000 0.000
255.200 183 -1.458 0.000 0.000
255.300 176 -1.435 0.000 0.000
255.400 171 -1.495 0.000 0.000
255.500 172 -1.596 0.000 0.000
255.600 180 -1.501 0.000 0.000
255.700 188 -1.458 0.000 0.000
255.800 190 -1.416 0.000 0.000
255.900 183 -1.600 0.000 0.000
256.000 175 -1.447 0.000 0.000
256.100 165 -1.514 0.000 0.000
256.200 164 -1.462 0.000 0.000
256.300 164 -1.478 0.000 0.000
256.400 169 -1.512 0.000 0.000
256.500 171 -1.541 0.000 0.000
256.600 172 -1.500 0.000 0.000
256.700 166 -1.518 0.000 0.000
256.800 159 -1.499 0.000 0.000
256.900 153 -1.526 0.000 0.000
257.000 156 -1.487 0.000 0.000
257.100 159 -1.476 0.000 0.000
257.200 162 -1.536 0.000 0.000
257.300 165 -1.486 0.000 0.000
257.400 164 -1.418 0.000 0.000
257.500 158 -1.593 0.000 0.000
257.600 157 -1.556 0.000 0.000
257.700 161 -1.448 0.000 0.000
257.800 165 -1.442 0.000 0.000
257.900 169 -1.450 0.000 0.000
258.000 173 -1.419 0.000 0.000
258.100 172 -1.502 0.000 0.000
258.200 168 -1.573 0.000 0.000
258.300 164 -1.489 0.000 0.000
258.400 163 -1.444 0.000 0.000
258.500 163 -1.543 0.000 0.000
258.600 165 -1.548 0.000 0.000
258.700 165 -1.578 0.000 0.000
258.800 166 -1.403 0.000 0.000
258.900 161 -1.560 0.000 0.000
259.000 161 -1.405 0.000 0.000
259.100 158 -1.574 0.000 0.000
259.200 161 -1.534 0.000 0.000
259.300 161 -1.585 0.000 0.000
259.400 162 -1.564 0.000 0.000
259.500 160 -1.530 0.000 0.000
259.600 154 -1.584 0.000 0.000
259.700 152 -1.469 0.000 0.000
259.800 151 -1.518 0.000 0.000
259.900 155 -1.507 0.000 0.000
260.000 157 -1.527 0.000 0.000
260.100 157 -1.501 0.000 0.000
260.200 151 -1.581 0.000 0.000
260.300 144 -1.471 0.000 0.000
260.400 136 -1.515 0.000 0.000
260.500 130 -1.557 0.000 0.000
260.600 129 -1.485 0.000 0.000
260.700 129 -1.493 0.000 0.000
260.800 130 -1.437 0.000 0.000
260.900 126 -1.413 0.000 0.000
261.000 115 -1.589 0.000 0.000
261.100 111 -1.496 0.000 0.000
261.200 112 -1.511 0.000 0.000
261.300 121 -1.429 0.000 0.000
261.400 133 -1.464 0.000 0.000
261.500 145 -1.468 0.000 0.000
261.600 155 -1.400 0.000 0.000
261.700 155 -1.489 0.000 0.000
261.800 155 -1.488 0.000 0.000
261.900 154 -1.488 0.000 0.000
262.000 156 -1.450 0.000 0.000
262.100 159 -1.577 0.000 0.000
262.200 166 -1.517 0.000 0.000
262.300 171 -1.449 0.000 0.000
262.400 170 -1.516 0.000 0.000
262.500 162 -1.594 0.000 0.000
262.600 152 -1.578 0.000 0.000
262.700 147 -1.532 0.000 0.000
262.800 142 -1.561 0.000 0.000
262.900 144 -1.463 0.000 0.000
263.000 140 -1.568 0.000 0.000
263.100 141 -1.510 0.000 0.000
263.200 139 -1.401 0.000 0.000
263.300 124 -1.554 0.000 0.000
263.400 122 -1.445 0.000 0.000
263.500 120 -1.460 0.000 0.000
263.600 126 -1.427 0.000 0.000
263.700 136 -1.450 0.000 0.000
263.800 142 -1.504 0.000 0.000
263.900 149 -1.413 0.000 0.000
264.000 145 -1.426 0.000 0.000
264.100 137 -1.447 0.000 0.000
264.200 136 -1.445 0.000 0.000
264.300 132 -1.545 0.000 0.000
264.400 129 -1.551 0.000 0.000
264.500 128 -1.565 0.000 0.000
264.600 122 -1.538 0.000 0.000
264.650 120 -1.416 0.000 0.000
264.660 116 -1.486 0.000 0.000
264.670 116 -1.408 0.000 0.000
264.680 112 -1.528 0.000 0.000
264.690 112 -1.416 0.000 0.000
264.700 110 -1.420 0.000 0.000
264.710 107 -1.469 0.000 0.000
264.720 104 -1.527 0.000 0.000
264.730 104 -1.425 0.000 0.000
264.740 98 -1.564 0.000 0.000
264.750 95 -1.599 0.000 0.000
264.760 93 -1.575 0.000 0.000
264.770 91 -1.553 0.000 0.000
264.780 92 -1.448 0.000 0.000
264.790 87 -1.466 0.000 0.000
264.800 82 -1.493 0.000 0.000
264.810 84 -1.413 0.000 0.000
264.820 76 -1.464 0.000 0.000
264.830 68 -1.499 0.000 0.000
264.840 44 -1.599 0.000 0.000
264.850 8 -1.565 0.000 0.000
264.860 8 -1.491 0.000 0.000
264.870 0 -1.418 0.000 0.000
264.880 0 -1.355 0.000 0.000
264.890 0 -1.292 0.000 0.000
264.900 0 -1.235 0.000 0.000
264.910 0 -1.179 0.000 0.000
264.920 0 -1.137 0.000 0.000
264.930 0 -1.093 0.000 0.000
264.940 0 -1.054 0.000 0.000
264.950 0 -1.011 0.000 0.000
264.960 0 -0.984 0.000 0.000
264.970 0 -0.953 0.000 0.000
264.980 0 -0.925 0.000 0.000
264.990 0 -0.899 0.000 0.000
265.000 0 -0.871 0.000 0.000
265.000 0 -0.869 0.000 0.000
