#lo_ghz att pll_if_power pa_0 pa_1
303.200 141 -1.432 0.000 0.000
303.300 142 -1.418 0.000 0.000
303.400 135 -1.530 0.000 0.000
303.500 136 -1.448 0.000 0.000
303.600 134 -1.473 0.000 0.000
303.700 139 -1.477 0.000 0.000
303.800 144 -1.553 0.000 0.000
303.900 152 -1.522 0.000 0.000
304.000 158 -1.594 0.000 0.000
304.100 158 -1.440 0.000 0.000
304.200 160 -1.469 0.000 0.000
304.300 159 -1.586 0.000 0.000
304.400 166 -1.569 0.000 0.000
304.500 168 -1.525 0.000 0.000
304.600 177 -1.477 0.000 0.000
304.700 177 -1.431 0.000 0.000
304.800 170 -1.492 0.000 0.000
304.900 170 -1.403 0.000 0.000
305.000 176 -1.501 0.000 0.000
305.100 184 -1.508 0.000 0.000
305.200 191 -1.472 0.000 0.000
305.300 192 -1.574 0.000 0.000
305.400 195 -1.463 0.000 0.000
305.500 188 -1.476 0.000 0.000
305.600 185 -1.451 0.000 0.000
305.700 185 -1.540 0.000 0.000
305.800 190 -1.497 0.000 0.000
305.900 194 -1.553 0.000 0.000
306.000 205 -1.444 0.000 0.000
306.100 199 -1.553 0.000 0.000
306.200 197 -1.406 0.000 0.000
306.300 186 -1.542 0.000 0.000
306.400 177 -1.955 0.000 0.000
306.500 182 -1.553 0.000 0.000
306.600 189 -1.498 0.000 0.000
306.700 196 -1.495 0.000 0.000
306.800 190 -1.530 0.000 0.000
306.900 187 -1.534 0.000 0.000
307.000 180 -1.426 0.000 0.000
307.100 172 -1.459 0.000 0.000
307.200 172 -1.470 0.000 0.000
307.300 172 -1.456 0.000 0.000
307.400 176 -1.512 0.000 0.000
307.500 179 -1.404 0.000 0.000
307.600 174 -1.535 0.000 0.000
307.700 159 -1.551 0.000 0.000
307.800 154 -1.500 0.000 0.000
307.900 148 -1.434 0.000 0.000
308.000 150 -1.401 0.000 0.000
308.100 145 -1.434 0.000 0.000
308.200 149 -1.539 0.000 0.000
308.300 150 -1.552 0.000 0.000
308.400 146 -1.599 0.000 0.000
308.500 132 -1.537 0.000 0.000
308.600 125 -1.489 0.000 0.000
308.700 124 -1.435 0.000 0.000
308.800 121 -1.458 0.000 0.000
308.900 117 -1.593 0.000 0.000
309.000 120 -1.574 0.000 0.000
309.100 128 -1.402 0.000 0.000
309.200 124 -1.531 0.000 0.000
309.300 124 -1.476 0.000 0.000
309.400 120 -1.592 0.000 0.000
309.500 120 -1.463 0.000 0.000
309.600 118 -1.413 0.000 0.000
309.700 121 -1.458 0.000 0.000
309.800 127 -1.476 0.000 0.000
309.900 131 -1.479 0.000 0.000
310.000 133 -1.420 0.000 0.000
310.100 132 -1.463 0.000 0.000
310.200 130 -1.561 0.000 0.000
310.300 133 -1.442 0.000 0.000
310.400 139 -1.456 0.000 0.000
310.500 138 -1.400 0.000 0.000
310.600 138 -1.412 0.000 0.000
310.700 138 -1.581 0.000 0.000
310.800 146 -1.402 0.000 0.000
310.900 142 -1.499 0.000 0.000
311.000 146 -1.458 0.000 0.000
311.100 148 -1.505 0.000 0.000
311.200 154 -1.482 0.000 0.000
311.300 151 -1.599 0.000 0.000
311.400 152 -1.434 0.000 0.000
311.500 145 -1.449 0.000 0.000
311.600 152 -1.404 0.000 0.000
311.700 152 -1.429 0.000 0.000
311.800 152 -1.592 0.000 0.000
311.900 152 -1.555 0.000 0.000
312.000 156 -1.516 0.000 0.000
312.100 154 -1.491 0.000 0.000
312.200 152 -1.451 0.000 0.000
312.300 150 -1.557 0.000 0.000
312.400 152 -1.421 0.000 0.000
312.500 156 -1.559 0.000 0.000
312.600 161 -1.525 0.000 0.000
312.700 165 -1.493 0.000 0.000
312.800 162 -1.468 0.000 0.000
312.900 158 -1.508 0.000 0.000
313.000 155 -1.417 0.000 0.000
313.100 156 -1.472 0.000 0.000
313.200 157 -1.506 0.000 0.000
313.300 159 -1.511 0.000 0.000
313.400 169 -1.596 0.000 0.000
313.500 160 -1.552 0.000 0.000
313.600 159 -1.532 0.000 0.000
313.700 161 -1.469 0.000 0.000
313.800 159 -1.544 0.000 0.000
313.900 159 -1.542 0.000 0.000
314.000 157 -1.446 0.000 0.000
314.100 160 -1.503 0.000 0.000
314.200 160 -1.496 0.000 0.000
314.300 157 -1.473 0.000 0.000
314.400 152 -1.555 0.000 0.000
314.500 149 -1.525 0.000 0.000
314.600 148 -1.458 0.000 0.000
314.700 151 -1.445 0.000 0.000
314.800 143 -1.489 0.000 0.000
314.900 146 -1.456 0.000 0.000
315.000 143 -1.571 0.000 0.000
315.100 139 -1.406 0.000 0.000
315.200 134 -1.404 0.000 0.000
315.300 130 -1.568 0.000 0.000
315.400 135 -1.547 0.000 0.000
315.500 137 -1.435 0.000 0.000
315.600 127 -1.558 0.000 0.000
315.700 131 -1.526 0.000 0.000
315.800 135 -1.416 0.000 0.000
315.900 132 -1.474 0.000 0.000
316.000 129 -1.510 0.000 0.000
316.100 130 -1.417 0.000 0.000
316.200 131 -1.455 0.000 0.000
316.300 131 -1.538 0.000 0.000
316.400 127 -1.408 0.000 0.000
316.500 131 -1.600 0.000 0.000
316.600 134 -1.408 0.000 0.000
316.700 139 -1.418 0.000 0.000
316.800 139 -1.464 0.000 0.000
316.900 140 -1.412 0.000 0.000
317.000 139 -1.574 0.000 0.000
317.100 144 -1.432 0.000 0.000
317.200 147 -1.417 0.000 0.000
317.300 143 -1.407 0.000 0.000
317.400 145 -1.448 0.000 0.000
317.500 152 -1.491 0.000 0.000
317.600 158 -1.466 0.000 0.000
317.700 160 -1.558 0.000 0.000
317.800 162 -1.565 0.000 0.000
317.900 164 -1.532 0.000 0.000
318.000 162 -1.467 0.000 0.000
318.100 162 -1.565 0.000 0.000
318.200 166 -1.427 0.000 0.000
318.300 169 -1.562 0.000 0.000
318.400 177 -1.490 0.000 0.000
318.500 176 -1.463 0.000 0.000
318.600 176 -1.429 0.000 0.000
318.700 175 -1.568 0.000 0.000
318.800 177 -1.492 0.000 0.000
318.900 177 -1.472 0.000 0.000
319.000 192 -1.407 0.000 0.000
319.100 193 -1.522 0.000 0.000
319.200 197 -1.465 0.000 0.000
319.300 196 -1.450 0.000 0.000
319.400 191 -1.428 0.000 0.000
319.500 187 -1.467 0.000 0.000
319.600 189 -1.462 0.000 0.000
319.700 185 -1.587 0.000 0.000
319.800 192 -1.515 0.000 0.000
319.900 197 -1.520 0.000 0.000
320.000 195 -1.463 0.000 0.000
320.100 192 -1.547 0.000 0.000
320.200 179 -1.537 0.000 0.000
320.300 175 -1.440 0.000 0.000
320.400 174 -1.520 0.000 0.000
320.500 179 -1.433 0.000 0.000
320.600 176 -1.516 0.000 0.000
320.700 176 -1.534 0.000 0.000
320.800 173 -1.475 0.000 0.000
320.900 167 -1.522 0.000 0.000
321.000 159 -1.428 0.000 0.000
321.100 150 -1.561 0.000 0.000
321.200 144 -1.509 0.000 0.000
321.300 142 -1.554 0.000 0.000
321.400 143 -1.584 0.000 0.000
321.500 140 -1.446 0.000 0.000
321.600 132 -1.451 0.000 0.000
321.700 129 -1.411 0.000 0.000
321.800 125 -1.463 0.000 0.000
321.900 122 -1.518 0.000 0.000
322.000 122 -1.575 0.000 0.000
322.100 128 -1.463 0.000 0.000
322.200 130 -1.529 0.000 0.000
322.300 132 -1.404 0.000 0.000
322.400 130 -1.486 0.000 0.000
322.500 128 -1.513 0.000 0.000
322.600 135 -1.558 0.000 0.000
322.700 135 -1.596 0.000 0.000
322.800 140 -1.429 0.000 0.000
322.900 142 -1.483 0.000 0.000
323.000 149 -1.460 0.000 0.000
323.100 148 -1.587 0.000 0.000
323.200 147 -1.544 0.000 0.000
323.300 153 -1.526 0.000 0.000
323.400 154 -1.460 0.000 0.000
323.500 155 -1.455 0.000 0.000
323.600 157 -1.589 0.000 0.000
323.700 158 -1.554 0.000 0.000
323.800 159 -1.436 0.000 0.000
323.900 158 -1.441 0.000 0.000
324.000 159 -1.468 0.000 0.000
324.100 165 -1.453 0.000 0.000
324.200 170 -1.512 0.000 0.000
324.300 168 -1.575 0.000 0.000
324.400 170 -1.518 0.000 0.000
324.500 166 -1.495 0.000 0.000
324.600 162 -1.476 0.000 0.000
324.700 160 -1.420 0.000 0.000
324.800 163 -1.573 0.000 0.000
324.900 166 -1.557 0.000 0.000
325.000 166 -1.533 0.000 0.000
325.100 170 -1.568 0.000 0.000
325.200 166 -1.474 0.000 0.000
325.300 153 -1.544 0.000 0.000
325.400 147 -1.532 0.000 0.000
325.500 145 -1.503 0.000 0.000
325.600 151 -1.532 0.000 0.000
325.700 157 -1.409 0.000 0.000
325.800 159 -1.577 0.000 0.000
325.900 164 -1.575 0.000 0.000
326.000 158 -1.584 0.000 0.000
326.100 149 -1.404 0.000 0.000
326.200 145 -1.419 0.000 0.000
326.300 144 -1.460 0.000 0.000
326.400 148 -1.434 0.000 0.000
326.500 153 -1.553 0.000 0.000
326.600 158 -1.452 0.000 0.000
326.700 156 -1.574 0.000 0.000
326.800 145 -1.560 0.000 0.000
326.900 137 -1.492 0.000 0.000
327.000 132 -1.517 0.000 0.000
327.100 132 -1.560 0.000 0.000
327.200 138 -1.483 0.000 0.000
327.300 137 -1.576 0.000 0.000
327.400 137 -1.588 0.000 0.000
327.500 128 -1.581 0.000 0.000
327.600 125 -1.578 0.000 0.000
327.700 113 -1.553 0.000 0.000
327.800 112 -1.433 0.000 0.000
327.900 112 -1.498 0.000 0.000
328.000 114 -1.475 0.000 0.000
328.100 112 -1.489 0.000 0.000
328.200 110 -1.564 0.000 0.000
328.300 110 -1.501 0.000 0.000
328.400 101 -1.560 0.000 0.000
328.500 97 -1.440 0.000 0.000
328.600 96 -1.493 0.000 0.000
328.700 93 -1.492 0.000 0.000
328.800 94 -1.473 0.000 0.000
328.900 97 -1.402 0.000 0.000
329.000 99 -1.470 0.000 0.000
329.100 98 -1.515 0.000 0.000
329.200 98 -1.436 0.000 0.000
329.300 98 -1.559 0.000 0.000
329.400 99 -1.535 0.000 0.000
329.500 102 -1.492 0.000 0.000
329.600 105 -1.468 0.000 0.000
329.700 111 -1.586 0.000 0.000
329.800 115 -1.583 0.000 0.000
329.900 118 -1.470 0.000 0.000
330.000 120 -1.430 0.000 0.000
330.100 121 -1.437 0.000 0.000
330.200 119 -1.521 0.000 0.000
330.300 121 -1.587 0.000 0.000
330.400 124 -1.591 0.000 0.000
330.500 128 -1.546 0.000 0.000
330.600 131 -1.458 0.000 0.000
330.700 133 -1.573 0.000 0.000
330.800 136 -1.557 0.000 0.000
330.900 135 -1.415 0.000 0.000
331.000 139 -1.413 0.000 0.000
331.100 138 -1.540 0.000 0.000
331.200 137 -1.564 0.000 0.000
331.300 140 -1.532 0.000 0.000
331.400 142 -1.510 0.000 0.000
331.500 145 -1.538 0.000 0.000
331.600 152 -1.433 0.000 0.000
331.700 155 -1.567 0.000 0.000
331.800 152 -1.564 0.000 0.000
331.900 153 -1.494 0.000 0.000
332.000 149 -1.553 0.000 0.000
332.100 152 -1.451 0.000 0.000
332.200 154 -1.579 0.000 0.000
332.300 156 -1.501 0.000 0.000
332.400 157 -1.529 0.000 0.000
332.500 159 -1.590 0.000 0.000
332.600 160 -1.543 0.000 0.000
332.700 159 -1.554 0.000 0.000
332.800 155 -1.450 0.000 0.000
332.900 152 -1.568 0.000 0.000
333.000 149 -1.536 0.000 0.000
333.100 148 -1.493 0.000 0.000
333.200 150 -1.452 0.000 0.000
333.300 151 -1.598 0.000 0.000
333.400 148 -1.514 0.000 0.000
333.500 139 -1.574 0.000 0.000
333.600 135 -1.590 0.000 0.000
333.700 129 -1.484 0.000 0.000
333.800 125 -1.458 0.000 0.000
333.900 124 -1.527 0.000 0.000
334.000 121 -1.445 0.000 0.000
334.100 121 -1.410 0.000 0.000
334.200 118 -1.452 0.000 0.000
334.300 112 -1.564 0.000 0.000
334.400 103 -1.556 0.000 0.000
334.500 98 -1.550 0.000 0.000
334.600 99 -1.485 0.000 0.000
334.700 99 -1.506 0.000 0.000
334.800 101 -1.439 0.000 0.000
334.900 107 -1.403 0.000 0.000
335.000 105 -1.584 0.000 0.000
335.100 105 -1.470 0.000 0.000
335.200 105 -1.488 0.000 0.000
335.300 102 -1.548 0.000 0.000
335.400 100 -1.498 0.000 0.000
335.500 104 -1.530 0.000 0.000
335.600 107 -1.575 0.000 0.000
335.700 110 -1.460 0.000 0.000
335.800 111 -1.419 0.000 0.000
335.900 112 -1.477 0.000 0.000
336.000 111 -1.460 0.000 0.000
336.100 112 -1.427 0.000 0.000
336.200 108 -1.474 0.000 0.000
336.300 109 -1.404 0.000 0.000
336.400 107 -1.500 0.000 0.000
336.500 111 -1.475 0.000 0.000
336.600 111 -1.494 0.000 0.000
336.700 113 -1.559 0.000 0.000
336.800 117 -1.448 0.000 0.000
336.900 115 -1.577 0.000 0.000
337.000 111 -1.471 0.000 0.000
337.100 111 -1.488 0.000 0.000
337.200 111 -1.482 0.000 0.000
337.300 112 -1.596 0.000 0.000
337.400 113 -1.568 0.000 0.000
337.500 120 -1.488 0.000 0.000
337.600 120 -1.435 0.000 0.000
337.700 121 -1.584 0.000 0.000
337.800 119 -1.427 0.000 0.000
337.900 117 -1.521 0.000 0.000
338.000 117 -1.506 0.000 0.000
338.100 121 -1.478 0.000 0.000
338.200 121 -1.479 0.000 0.000
338.300 120 -1.503 0.000 0.000
338.400 120 -1.447 0.000 0.000
338.500 113 -1.523 0.000 0.000
338.600 112 -1.556 0.000 0.000
338.700 115 -1.515 0.000 0.000
338.800 113 -1.565 0.000 0.000
338.900 115 -1.435 0.000 0.000
339.000 113 -1.403 0.000 0.000
339.100 112 -1.460 0.000 0.000
339.200 105 -1.406 0.000 0.000
339.300 109 -1.500 0.000 0.000
339.400 108 -1.528 0.000 0.000
339.500 107 -1.524 0.000 0.000
339.600 103 -1.562 0.000 0.000
339.700 104 -1.418 0.000 0.000
339.800 95 -1.518 0.000 0.000
339.900 95 -1.493 0.000 0.000
340.000 95 -1.555 0.000 0.000
340.100 95 -1.528 0.000 0.000
340.200 94 -1.497 0.000 0.000
340.300 92 -1.600 0.000 0.000
340.400 89 -1.438 0.000 0.000
340.500 81 -1.506 0.000 0.000
340.600 76 -1.427 0.000 0.000
340.700 68 -1.584 0.000 0.000
340.800 66 -1.465 0.000 0.000
340.900 68 -1.544 0.000 0.000
341.000 72 -1.528 0.000 0.000
341.100 72 -1.462 0.000 0.000
341.200 64 -1.544 0.000 0.000
341.300 56 -1.417 0.000 0.000
341.400 50 -1.408 0.000 0.000
341.500 43 -1.519 0.000 0.000
341.600 44 -1.566 0.000 0.000
341.700 45 -1.448 0.000 0.000
341.800 47 -1.411 0.000 0.000
341.900 41 -1.493 0.000 0.000
342.000 33 -1.482 0.000 0.000
342.100 25 -1.400 0.000 0.000
342.200 25 -1.440 0.000 0.000
342.300 29 -1.530 0.000 0.000
342.400 37 -1.540 0.000 0.000
342.500 48 -1.514 0.000 0.000
342.600 60 -1.459 0.000 0.000
342.700 71 -1.491 0.000 0.000
342.800 69 -1.577 0.000 0.000
342.900 69 -1.484 0.000 0.000
343.000 70 -1.484 0.000 0.000
343.100 74 -1.469 0.000 0.000
343.200 78 -1.420 0.000 0.000
343.300 79 -1.596 0.000 0.000
343.400 86 -1.566 0.000 0.000
343.500 90 -1.583 0.000 0.000
343.600 94 -1.579 0.000 0.000
343.700 93 -1.434 0.000 0.000
343.800 90 -1.436 0.000 0.000
343.900 88 -1.486 0.000 0.000
344.000 89 -1.570 0.000 0.000
344.100 89 -1.527 0.000 0.000
344.200 97 -1.473 0.000 0.000
344.300 101 -1.411 0.000 0.000
344.400 104 -1.483 0.000 0.000
344.500 96 -1.577 0.000 0.000
344.600 96 -1.564 0.000 0.000
344.700 95 -1.571 0.000 0.000
344.800 95 -1.527 0.000 0.000
344.900 97 -1.454 0.000 0.000
345.000 100 -1.528 0.000 0.000
345.100 105 -1.584 0.000 0.000
345.200 103 -1.524 0.000 0.000
345.300 102 -1.565 0.000 0.000
345.400 97 -1.524 0.000 0.000
345.500 95 -1.401 0.000 0.000
345.600 91 -1.455 0.000 0.000
345.700 94 -1.499 0.000 0.000
345.800 95 -1.648 0.000 0.000
345.900 96 -1.486 0.000 0.000
346.000 108 -1.532 0.000 0.000
346.100 109 -1.446 0.000 0.000
346.200 96 -1.438 0.000 0.000
346.300 90 -1.590 0.000 0.000
346.400 85 -1.461 0.000 0.000
346.500 83 -1.518 0.000 0.000
346.600 84 -1.516 0.000 0.000
346.700 86 -1.536 0.000 0.000
346.800 91 -1.461 0.000 0.000
346.900 91 -1.497 0.000 0.000
347.000 83 -1.589 0.000 0.000
347.100 80 -1.484 0.000 0.000
347.200 72 -1.590 0.000 0.000
347.300 67 -1.485 0.000 0.000
347.400 69 -1.429 0.000 0.000
347.500 72 -1.560 0.000 0.000
347.600 77 -1.513 0.000 0.000
347.700 79 -1.496 0.000 0.000
347.800 73 -1.441 0.000 0.000
347.900 63 -1.477 0.000 0.000
348.000 58 -1.432 0.000 0.000
348.100 55 -1.497 0.000 0.000
348.200 52 -1.494 0.000 0.000
348.300 56 -1.419 0.000 0.000
348.400 58 -1.440 0.000 0.000
348.500 58 -1.544 0.000 0.000
348.600 52 -1.540 0.000 0.000
348.700 49 -1.414 0.000 0.000
348.800 47 -1.570 0.000 0.000
348.900 46 -1.556 0.000 0.000
349.000 50 -1.471 0.000 0.000
349.100 52 -1.460 0.000 0.000
349.200 53 -1.559 0.000 0.000
349.300 55 -1.588 0.000 0.000
349.400 63 -1.576 0.000 0.000
349.500 70 -1.433 0.000 0.000
349.600 71 -1.405 0.000 0.000
349.700 73 -1.533 0.000 0.000
349.800 74 -1.447 0.000 0.000
349.900 74 -1.420 0.000 0.000
350.000 77 -1.409 0.000 0.000
350.100 86 -1.567 0.000 0.000
350.200 95 -1.508 0.000 0.000
350.300 105 -1.444 0.000 0.000
350.400 109 -1.443 0.000 0.000
350.500 106 -1.407 0.000 0.000
350.600 104 -1.411 0.000 0.000
350.700 96 -1.592 0.000 0.000
350.800 104 -1.512 0.000 0.000
350.900 118 -1.472 0.000 0.000
351.000 128 -1.594 0.000 0.000
351.100 136 -1.562 0.000 0.000
351.200 136 -1.516 0.000 0.000
351.300 128 -1.524 0.000 0.000
351.400 121 -1.453 0.000 0.000
351.500 119 -1.490 0.000 0.000
351.600 128 -1.485 0.000 0.000
351.700 134 -1.438 0.000 0.000
351.800 145 -1.595 0.000 0.000
351.900 144 -1.562 0.000 0.000
352.000 147 -1.566 0.000 0.000
352.100 136 -1.489 0.000 0.000
352.200 128 -1.488 0.000 0.000
352.300 130 -1.424 0.000 0.000
352.400 135 -1.501 0.000 0.000
352.500 140 -1.447 0.000 0.000
352.600 143 -1.519 0.000 0.000
352.700 143 -1.596 0.000 0.000
352.800 137 -1.559 0.000 0.000
352.900 128 -1.543 0.000 0.000
353.000 122 -1.480 0.000 0.000
353.100 120 -1.465 0.000 0.000
353.200 118 -1.552 0.000 0.000
353.300 121 -1.533 0.000 0.000
353.400 127 -1.552 0.000 0.000
353.500 125 -1.489 0.000 0.000
353.600 122 -1.417 0.000 0.000
353.700 111 -1.454 0.000 0.000
353.800 103 -1.422 0.000 0.000
353.900 96 -1.529 0.000 0.000
354.000 97 -1.530 0.000 0.000
354.100 96 -1.402 0.000 0.000
354.200 92 -1.551 0.000 0.000
354.300 88 -1.541 0.000 0.000
354.400 84 -1.456 0.000 0.000
354.500 77 -1.441 0.000 0.000
354.600 71 -1.459 0.000 0.000
354.700 68 -1.464 0.000 0.000
354.800 68 -1.550 0.000 0.000
354.900 73 -1.409 0.000 0.000
355.000 74 -1.412 0.000 0.000
355.100 72 -1.538 0.000 0.000
355.200 69 -1.462 0.000 0.000
355.300 72 -1.414 0.000 0.000
355.400 74 -1.462 0.000 0.000
355.500 74 -1.504 0.000 0.000
355.600 75 -1.424 0.000 0.000
355.700 72 -1.426 0.000 0.000
355.800 69 -1.427 0.000 0.000
355.900 65 -1.424 0.000 0.000
356.000 72 -1.473 0.000 0.000
356.100 78 -1.428 0.000 0.000
356.200 84 -1.517 0.000 0.000
356.300 87 -1.545 0.000 0.000
